,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species ,Proper_date,Full Location,latitude,longitude,avg_temp,precipitation,wind_speed,sea_level_pressure
2326,Unprovoked,holding,M,30,Lacerations,N,9999,2 m hammerhead,19900510,AUSTRALIA Queensland Outer Barrier Reef near Port Douglas,-16.4844197,145.4606058,24.041155660377356,15.0,12.665633608815426,1016.2291060291059
2327,Unprovoked,resting,M,22,Thigh severely lacerated,N,1200,"5.5 m [18'] white shark, identified by witnesses & tooth marks",19900506,SOUTH AFRICA Eastern Cape Province Cintsa East,-32.823269,28.1151939,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2328,Unprovoked,lying,M,23,Leg bitten,N,1400,"2.3 m [7.5'] white shark, identified by M. Smale",19900414,SOUTH AFRICA Eastern Cape Province Cape Recife,-34.02088579999999,25.6944421,19.1,7.1,12.665633608815426,1016.2291060291059
2329,Unprovoked,surfing,M,31,"Lacerations & abrasions, board bitten in half",N,0540,"Tiger shark, 3 m ",19900409,AUSTRALIA Queensland Greenmount Beach,-28.1639838,153.547601,24.041155660377356,3.2,12.665633608815426,1016.2291060291059
2330,Unprovoked,diving,M,37,Presumed FATAL,Y,9999,Not Determined,19900408,"AUSTRALIA Queensland Dingo Reef, 80 nm off Townsville",-19.1503846,148.3894903,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2331,Unprovoked,surfing,M,27,"No injury, board broken in two",N,9999,3 m shark,19900407,AUSTRALIA Queensland Fingal Beach,-28.2008861,153.5658875,24.041155660377356,12.2,12.665633608815426,1016.2291060291059
2332,Unprovoked,surfing,M,29,"No injury, board bitten",N,9999,3 m shark,19900406,AUSTRALIA Queensland Fingal Beach,-28.2008861,153.5658875,24.041155660377356,33.2,12.665633608815426,1016.2291060291059
2333,Unprovoked,sitting,M,27,"Ankle lacerated, lower left leg severely abraded ",N,0730,Not Determined,19900401,"USA Hawaii Silver (Silva) Channels, Waialua, O'ahu",36.7667353,-76.2596792,24.041155660377356,0.8,12.6,1016.2291060291059
2334,Unprovoked,surfing,M,27,Survived,N,1745,3 m [10'] bull shark,19900305,REUNION Sainte-Marie Baie de la Mare,-20.8971572,55.53165749999999,27.6,9.165705614567528,12.665633608815426,1016.2291060291059
2335,Unprovoked,diving,M,27,Right arm severed  FATAL,Y,2130,Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL,19900217,"USA Hawaii Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",21.444589,-157.7556372,21.9,2.0,20.2,1018.5
2336,Unprovoked,0,M,33,Foot bitten,N,9999,Not Determined,19900205,"USA Florida Monster Hole, Sebastian Inlet, Indian River County",27.860302,-80.4472737,24.041155660377356,9.165705614567528,26.6,1016.2291060291059
2337,Unprovoked,surfing,M,27,"No injury, board bitten",N,9999,3 m to 4 m [10' to 13'] white shark,19900112,"USA California Montera Beach, San Mateo County",37.54688710000001,-122.5149481,12.9,24.1,21.2,1010.6
2338,Provoked,fishing,M,27,Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT,N,9999,Not Determined,19891219,"USA Hawaii 90 miles east of Hilo, Hawai'i",19.7241106,-155.0868193,20.5,9.165705614567528,11.2,1014.8
2339,Unprovoked,surfing,M,32,Thigh bitten,N,9999,White shark,19891122,AUSTRALIA Victoria Kilcunda,-38.5498,145.4761,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2340,Unprovoked,diving,M,29,FATAL,Y,1205,White shark,19891118,SOUTH AFRICA Western Cape Province Melkbosstrand,-33.719294,18.4543113,16.1,29.5,12.665633608815426,1016.2291060291059
2341,Unprovoked,swimming,M,10,Left ankle broken & lacerated,N,9999,"2 m shark, possibly a bronze whaler",19891102,AUSTRALIA Queensland Mermaid Waters,-28.047778,153.421667,24.041155660377356,44.0,12.665633608815426,1016.2291060291059
2342,Unprovoked,surfing,M,17,"No injury, board bitten",N,1420,2.7 m [9'] white shark,19891022,AUSTRALIA Tasmania Shelly Point ,-41.4350928,148.2769946,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2343,Unprovoked,surfing,M,12,Foot & leg bitten,N,1800,4' shark,19891011,USA Texas Surfside Beach,28.9516604,-95.2875474,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2344,Unprovoked,0,M,29,Chest lacerated,N,1430,"White shark, identified by tooth pattern",19890917,"SOUTH AFRICA Western Cape Province Smitswinkel, False Bay",-34.2640457,18.4658106,13.1,9.165705614567528,12.665633608815426,1016.2291060291059
2345,Unprovoked,diving,M,38,Leg bitten,N,1230,4 m to 5 m [13' to 16.5']  white shark,19890909,"USA California Southeast Farallon Island, Farallon Islands",37.69891,-123.003361,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2346,Unprovoked,surfing,M,31,Non-fatal,N,9999,Sandbar shark,19890909,"USA North Carolina Salvo, Dare County",35.54018,-75.4729347,24.041155660377356,9.165705614567528,9.0,1016.2291060291059
2347,Provoked,feeding,M,30,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,1800,Grey nurse shark,19890829,AUSTRALIA Queensland SeaWorld Theme Park,29.4555783,-98.6964123,31.3,9.165705614567528,9.8,1014.0
2348,Unprovoked,swimming,M,21,3 wounds on left hand,N,9999,1.2 m [4'] shark,19890822,"USA Florida St Augustine, St Johns County",29.9012437,-81.31243409999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2349,Unprovoked,surfing,M,21,Multiple Injuries,N,1045,>3.4 m [11'] white shark,19890822,SOUTH AFRICA Western Cape Province Mossel Bay,-34.1747356,22.0834066,15.1,9.165705614567528,12.665633608815426,1016.2291060291059
2350,Unprovoked,surfing,M,17,"No injury, shark took chunk out of surfboard",N,0630,"Bronze whaler shark, 3 m [10'] ",19890813,AUSTRALIA New South Wales Lennox Head,-28.8,153.583333,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2351,Unprovoked,spearfishing,F,31,Severe hand and arm injuries; right hand surgically amputated,N,9999,Not Determined,19890809,BAHAMAS Great Exuma Island Highborn Cay,24.7256721,-76.8187557,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2352,Unprovoked,surfing,M,34,Torso bitten,N,1035,2.5 m [8.25'] white shark,19890720,SOUTH AFRICA Eastern Cape Province Jeffreys Bay,-34.0506714,24.9101544,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2353,Unprovoked,surfing,M,27,FATAL,Y,170099999999,Not Determined,19890719,REUNION Sainte-Suzanne Temple Tamoule,-20.9170397,55.630635,22.3,0.3,12.665633608815426,1016.2291060291059
2354,Unprovoked,surfing,M,16,5-inch gash on left leg,N,1800,Not Determined,19890714,"USA Florida Cocoa Beach, Brevard County",28.3200067,-80.6075513,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2355,Unprovoked,playing,F,9,Leg bitten,N,9999,4' shark,19890707,"USA Texas Sargent Beach, Matagorda County",28.8352564,-95.6646761,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2356,Unprovoked,fell,M,27,Foot & ankle severely bitten,N,9999,Not Determined,19890629,"USA Hawaii Anahola, Kaua'i",22.1452778,-159.3155556,25.7,1.0,26.6,1017.8
2357,Unprovoked,windsurfing,M,27,Upper right thigh bitten,N,1530,3 m [10'] white shark,19890606,"ITALY Tuscany Marinella, between Punta Blanca & Marine del Carrara ",43.9339772,10.226019,16.2,9.165705614567528,12.0,1010.6
2358,Unprovoked,surfing,M,16,"No injury, board bitten",N,1615,3 m [10'] white shark,19890605,SOUTH AFRICA Eastern Cape Province Jeffreys Bay,-34.0506714,24.9101544,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2359,Unprovoked,0,M,28,Forearm bitten,N,1530,2.5 m [8.25'] white shark,19890603,SOUTH AFRICA Eastern Cape Province Gonubie,-32.9422838,28.0098257,13.2,9.165705614567528,12.665633608815426,1016.2291060291059
2360,Unprovoked,swimming,M,19,Right calf bitten,N,9999,1.2 m [4'] shark,19890423,"USA Florida Loggerhead Park, Juno Beach, Palm Beach County",26.884925,-80.055979,23.0,9.165705614567528,15.1,1017.1
2361,Unprovoked,surfing,M,27,Forearm bitten,N,1045,White shark,19890412,"USA Washington Pacific Beach, Grays Harbor County",47.2088559,-124.2001611,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2362,Unprovoked,paddling,M,27,Calf lacerated,N,9999,Not Determined,19890403,"USA Hawaii Ho'okipa Beach, Pa'ia, Maui",20.9342545,-156.356079,22.5,67.3,8.3,1013.6
2363,Unprovoked,paddling,M,27,"Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by sharkÂs teeth",N,9999,Not Determined,19875253,"USA Hawaii Kekaha Beach, Kaua'i",21.9684209,-159.7196382,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2364,Unprovoked,surfing,M,27,Thigh bitten FATAL,Y,2015,2 m [6.75'] white shark,19890309,"AUSTRALIA South Australia Waitpinga Beach, near Victor Harbor, Encounter Bay",-35.5649415,138.5773037,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2365,Unprovoked,windsurfing,M,26,Foot bruised & minor lacerations,N,1330,Not Determined,19890215,SOUTH AFRICA KwaZulu-Natal Richards Bay,-28.7807276,32.0382856,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2366,Unprovoked,swimming,M,47,FATAL. His body not recovered,Y,1025,6 m [20'] white shark,19890202,"ITALY Tyrrhenian Sea Golfo di Baratti, near Piombino (Tuscany)",42.996111,10.506944,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2367,Unprovoked,kayaking,F,24,"FATAL, thigh bitten, hands lacerated  ",Y,1015,5 m [16.5'] white shark,19890126,"USA California Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",34.0197286,-118.7870238,14.6,9.165705614567528,18.7,1020.0
2368,Unprovoked,boarding,M,10,Foot bitten,N,9999,1.8 m to 2.4 m [6' to 8'] hammerhead shark,19890120,"USA Hawaii Waialua Beach, Moloka'i",21.5832615,-158.140034,24.041155660377356,9.165705614567528,11.2,1016.2291060291059
2369,Unprovoked,0,M,19,Thigh bitten,N,1800,Not Determined,19890120,SOUTH AFRICA KwaZulu-Natal Isipingo,-29.9825487,30.9216522,25.9,9.165705614567528,12.665633608815426,1016.2291060291059
2370,Unprovoked,disappeared,M,27,"Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",Y,9999,Not Determined,19890108,"USA Hawaii Wailua, Kaua'i",22.0522222,-159.3377778,23.9,1.3,30.2,1021.0
2371,Unprovoked,surfing,M,17,"Abdomen lacerated, surfboard holed",N,1715,"Tiger shark, 4 m [13'] ",19890103,"AUSTRALIA New South Wales Half Tide Beach, Evans Head",-29.116408,153.4443498,24.041155660377356,17.2,12.665633608815426,1016.2291060291059
2372,Unprovoked,feeding,F,27,Thigh & calf bitten,N,9999,7' silvertip shark,19875253,PAPUA NEW GUINEA New Ireland Kavieng,-2.5781167,150.8086082,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2373,Unprovoked,spearfishing,M,27,"No injury, shark grabbed his fish and chased him to the boat",N,9999,Not Determined,19875253,"USA Virginia Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",37.4315734,-78.6568942,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2374,Unprovoked,skindiving,M,27,FATAL,Y,9999,16' white shark,19881215,CHILE Valpariso Province Valpariso,-33.047238,-71.61268849999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2375,Unprovoked,surfing,M,21,Leg bitten & femur fractured,N,1730,5.5 m to 6 m [18' to 20']  white shark,19881023,"USA Oregon Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",45.91950910000001,-123.973612,9.7,9.165705614567528,11.5,1022.6
2376,Unprovoked,surfing,M,38,Lacerations to right leg,N,9999,7' shark,19881022,AUSTRALIA Victoria Phillip Island,-38.4898703,145.2038278,24.041155660377356,7.0,12.665633608815426,1016.2291060291059
2377,Unprovoked,surfing,M,15,Lacerations to left thigh,N,9999,6' shark,19881014,"USA Florida Boca Raton, Palm Beach County",26.3683064,-80.1289321,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2378,Unprovoked,surfing,M,30,Left leg lacerated,N,9999,1.2 m to 1.5 m [4' to 5'] shark,19881011,"USA Florida Fort Pierce, St. Lucie County ",27.4467056,-80.3256056,24.041155660377356,9.165705614567528,7.2,1016.2291060291059
2379,Unprovoked,surfing,M,23,Hand lacerated,N,1500,1.2 m to 1.5 m [4' to 5'] shark,19881010,"USA Florida Playalinda, Brevard County",28.6555177,-80.6318287,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2380,Unprovoked,surfing,M,15,Lower right  leg lacerated,N,1800,Not Determined,19881006,AUSTRALIA South Australia Moama Beach,-35.2163355,138.4751278,15.2,2.4,12.665633608815426,1016.2291060291059
2381,Unprovoked,wading,F,23,Leg lacerated,N,9999,1.2 m [4'] shark,19875253,"USA Florida Sanibel Island, Lee County",26.4433972,-82.1115119,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2382,Unprovoked,surfing,M,21,Lacerations to foot,N,1800,5' shark,19880928,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,24.041155660377356,9.165705614567528,12.6,1016.2291060291059
2383,Unprovoked,diving,M,27,FATAL,Y,0800,Not Determined,19880921,PAPUA NEW GUINEA New Ireland Between Nago and Makau,-3.33,152.0,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2384,Unprovoked,walking,F,27,Dennis' hand injured; Ann's right forearm bitten,N,1545,1.8 m [6'] shark,19880913,"USA Florida Shell Island Panama City Beach, Bay County",30.0960368,-85.6915955,27.0,9.165705614567528,8.2,1017.5
2385,Unprovoked,snorkeling,M,38,"FATAL, thigh & hand lacerated",Y,1500,3 m [10'] bull shark,19880913,"USA Florida Shell Island Panama City Beach, Bay County",30.0960368,-85.6915955,27.0,9.165705614567528,8.2,1017.5
2386,Provoked,diving,M,27,Arm bitten by captive shark PROVOKED INCIDENT,N,9999,"Tiger shark, 1.8 m [6']",19880822,USA Louisiana New Orleans,29.95106579999999,-90.0715323,26.2,9.165705614567528,9.0,1015.2
2387,Unprovoked,no activity,M,16,Survived,N,9999,Not Determined,19880822,ITALY Manfredonia  Ippocampo,41.5029623,15.9160171,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2388,Unprovoked,no activity,M,27,Survived,N,9999,Not Determined,19880819,JAPAN Tokyo Prefecture Ogasawara Islands,27.074353,142.2177824,24.041155660377356,2.0,12.665633608815426,1016.2291060291059
2389,Unprovoked,surfing,M,27,Thigh bitten,N,0930,2.4 m to 3 m [8' to 10'] white shark,19880811,"USA California Klamath River, Del Norte County",41.7076287,-123.9659708,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2390,Unprovoked,swimming,F,15,Punctures & deep scratches to foot & buttock,N,1030,Not Determined,19880711,"USA Florida Jensen Beach, Martin County",27.2544906,-80.22976969999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2391,Unprovoked,boarding,M,37,Punctures to lower left leg & foot,N,1800,Not Determined,19880704,"USA Florida New Smyrna Beach, Volusia County",29.0258191,-80.9269984,24.041155660377356,9.165705614567528,16.9,1016.2291060291059
2392,Unprovoked,spearfishing,M,36,Left arm lacerated,N,0945,White shark,19880616,SOUTH AFRICA Western Cape Province Sculphoek,-34.4206236,19.2079295,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2393,Unprovoked,diving,M,42,Survived,N,9999,Sandtiger shark,19880616,"USA North Carolina Ocracoke, Hyde County",35.1146152,-75.9810097,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2394,Unprovoked,sittting,M,37,Left leg bitten,N,1600,Sand shark?,19880609,"USA South Carolina Sea Pines Beach Club, Hilton Head, Beaufort County",32.125,-80.7866667,26.7,9.165705614567528,22.0,1007.7
2395,Unprovoked,swimming,M,12,Four lacerations to his ankle,N,1200,Not Determined,19880605,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331,24.041155660377356,19.3,15.1,1016.2291060291059
2396,Unprovoked,surfing,M,25,Cuts to right foot and ankle,N,0857,1.8 m to 2.4 m [6' to 8'] shark,19880601,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331,24.041155660377356,9.165705614567528,10.8,1016.2291060291059
2397,Unprovoked,surfing,M,31,Left foot bitten,N,1500,Not Determined,19880510,"USA Florida Paradise Beach Park, Brevard County",28.1224397,-80.5760513,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2398,Unprovoked,surfing,M,29,Left leg & right foot bitten,N,1145,Not Determined,19880504,"USA Florida Melbourne Beach, Brevard County",28.0683496,-80.56033029999999,23.7,9.165705614567528,12.665633608815426,1017.9
2399,Unprovoked,surfing,M,27,No Injury,N,9999,White shark,19880424,"USA California North of Morro Rock, San Luis Obispo County",35.3694186,-120.8676799,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2400,Unprovoked,swimming,M,24,Lacerations to left foot,N,1845,Not Determined,19880415,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693,20.2,9.165705614567528,15.5,1019.8
2401,Unprovoked,surfing,M,14,Right hand bitten,N,9999,Not Determined,19880414,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693,18.5,9.165705614567528,14.0,1018.1
2402,Unprovoked,windsurfing,M,27,"6"" laceration to left foot",N,9999,Not Determined,19880414,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693,18.5,9.165705614567528,14.0,1018.1
2403,Unprovoked,standing,F,30,Foot bitten,N,9999,Not Determined,19880331,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693,23.1,9.165705614567528,29.5,1020.8
2404,Unprovoked,surfing,M,27,Ankle bitten,N,9999,Not Determined,19880325,"USA Hawaii Running Waters Beach, Ninini Point, Kaua'i",21.9585735,-159.3421308,22.8,3.3,15.5,1013.8
2405,Unprovoked,surfing,M,17,"Lower left leg bitten, hand lacerated",N,1645,1.5 m to 2 m [5' to 6.75'] shark,19880316,SOUTH AFRICA KwaZulu-Natal Isipingo,-29.9825487,30.9216522,25.7,1.0,12.665633608815426,1016.2291060291059
2406,Unprovoked,surfing,M,27,Laceration to hand,N,150099999999,Not Determined,19880314,REUNION Saint-Pierre Pic du Diable,-21.3298054,55.4516029,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2407,Unprovoked,surfing,M,20,Ankle bitten,N,1700,"1 m ""grey-colored"" shark",19880214,SOUTH AFRICA Eastern Cape Province Nahoon,-32.9869161,27.9380809,10.6,9.165705614567528,12.665633608815426,1016.2291060291059
2408,Unprovoked,lying,F,15,"Leg bitten, surgically amputated",N,0740,Zambezi shark (tooth fragments recovered),19880213,SOUTH AFRICA KwaZulu-Natal Mtunzini,-28.9596737,31.7500778,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2409,Provoked,attempting,M,33,Foot lacerated by hooked shark PROVOKED INCIDENT,N,1115,1.5 m copper shark,19880106,SOUTH AFRICA Western Cape Province Struisbaai,-34.80678200000001,20.0469,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2410,Unprovoked,surfing,M,12,Hand bitten,N,9999,Wobbegong shark,19875253,AUSTRALIA New South Wales Sydney,-33.8688197,151.2092955,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2411,Unprovoked,surfing,M,16,Left calf bitten,N,1300,1.8 m [6'] blacktip shark,19871217,"USA Florida Palm Beach, Palm Beach County",26.6514503,-80.2767327,12.3,9.165705614567528,21.2,1022.0
2412,Unprovoked,surfing,M,15,Leg lacerated,N,9999,Not Determined,19871121,"USA Florida North of Jupiter Inlet, Palm Beach County",26.9478705,-80.07444579999999,15.1,9.165705614567528,24.8,1021.0
2413,Unprovoked,surfing,M,20,Buttock & leg bitten,N,1700,2 m [6.75'] shark,19871026,"USA California Davenport Light, San Mateo County",37.5420501,-122.3028525,19.4,9.165705614567528,5.4,1019.1
2414,Unprovoked,spearfishing,M,21,Left thigh & calf lacerated,N,1215,White shark,19871011,"SOUTH AFRICA Western Cape Province Seal Island, False Bay",-34.1373395,18.5824944,15.1,4.1,12.665633608815426,1016.2291060291059
2415,Unprovoked,diving,M,47,FATAL,Y,9999,White shark,19870918,"AUSTRALIA South Australia Merino Rocks, Adelaide",-35.046169,138.512752,20.0,9.165705614567528,12.665633608815426,1016.2291060291059
2416,Unprovoked,surfing,M,24,Torso lacerated,N,1100,3.5 m [11.5']  white shark,19870913,SOUTH AFRICA Western Cape Province Still Bay,-34.3642194,21.4335508,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2417,Unprovoked,wading,M,12,Lower left leg lacerated,N,1130,1.2 m to 1.5 m [4' to 5'] shark,19870820,"USA Florida Satellite  Beach, Brevard County",28.1761233,-80.59005189999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2418,Unprovoked,surfing,M,40,Fingers & surfboard injured,N,0730,5.7 m white shark,19870815,"USA California Tunitas Beach, San Mateo County",37.3577202,-122.3999742,17.3,9.165705614567528,16.6,1014.7
2419,Unprovoked,surfing,M,27,Right foot & ankle lacerated,N,0915,3' to 4' shark,19870721,"USA Florida Ponce Inlet, New Smyrna Beach, Volusia County",29.0963729,-80.9369983,24.041155660377356,9.165705614567528,9.0,1016.2291060291059
2420,Unprovoked,surfing,F,32,Left foot bitten,N,1500,4' shark,19870712,"USA Texas Mustang Island, near Port Aransas",27.8339158,-97.0610994,28.2,9.165705614567528,20.9,1014.7
2421,Unprovoked,wading,F,16,Puncture wounds to right foot,N,1430,4' shark,19870712,"USA Texas Mustang Island, near Port Aransas",27.8339158,-97.0610994,28.2,9.165705614567528,20.9,1014.7
2422,Unprovoked,snorkeling,M,35,Right leg bitten,N,1330,Not Determined,19870709,BAHAMAS Exuma Islands Sampson Cay,24.2122708,-76.4772748,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2423,Provoked,fishing,M,27,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,N,1800,1.5 m [5'] blacktip shark,19870613,"USA Florida Nest Key, Monroe County",25.1487348,-80.5070041,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2424,Unprovoked,no activity,M,12,"6"" cut to thigh",N,9999,1.5 m to 1.8 m [5' to 6'] shark,19870525,"USA South Carolina Myrtle Beach, Horry County",33.6890603,-78.8866943,24.0,9.165705614567528,5.9,1021.3
2425,Unprovoked,surfing,M,27,Hand lacerated  ,N,9999,Not Determined,19870508,"USA Florida St Augustine, St. Johns County",29.9012437,-81.31243409999999,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2426,Unprovoked,swimming,F,16,Right arm severed above elbow,N,1800,Not Determined,19870418,"USA Texas Mustang Island, near Port Aransas",27.8339158,-97.0610994,22.6,9.165705614567528,24.8,1009.0
2427,Unprovoked,swimming,M,27,"Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor",Y,9999,Not Determined,19870415,"USA Hawaii Kailua-Kona, Hawai'i",19.639994,-155.9969261,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2428,Unprovoked,swimming,M,8,FATAL,Y,1200,4.3 m shark,19870401,VANUATU Malampa Province Vao Island,-15.8969511,167.3080313,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2429,Unprovoked,surfing,M,18,Calf lacerated,N,9999,"Bronze whaler shark, 2 m to 3 m ",19870330,AUSTRALIA Western Australia Fourth Beach / Twilgth Beach,-33.8873923,121.8418498,21.4,9.165705614567528,12.665633608815426,1016.2291060291059
2430,Provoked,no activity,Not Determined,27,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",N,9999,3 m white shark,19870330,SOUTH AFRICA Western Cape Province Muizenberg,-34.0898847,18.495859,19.2,9.165705614567528,12.665633608815426,1016.2291060291059
2431,Unprovoked,windsurfing,M,27,"Lacerations to toe, heel & ankle of right foot",N,9999,Spinner shark,19870228,"USA Florida Singer Island, Riviera Beach, Palm Beach County",26.767379,-80.0699693,23.8,9.165705614567528,29.9,1017.1
2432,Unprovoked,spearfishing,M,30,Puncture wounds to right hand,N,1200,>2.5 m [8.25'] white shark,19870128,SOUTH AFRICA Eastern Cape Province Eerste River,-33.9980908,18.7393068,19.3,9.165705614567528,12.665633608815426,1016.2291060291059
2433,Unprovoked,swimming,M,37,Right leg lacerated,N,0700,Not Determined,19870106,AUSTRALIA Queensland Lizard Island,-14.6680433,145.463777,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2434,Unprovoked,spearfishing,M,27,2 punctures in lower leg,N,1400,"Raggedtooth shark, 2.5 m [8.25'] ",19861231,SOUTH AFRICA Western Cape Province Agulhas Banks,-34.826,20.0123,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2435,Unprovoked,boarding,M,21,"FATAL, legs bitten ",Y,1700,3 m [10'] white shark,19861222,SOUTH AFRICA Western Cape Province SAOU Strand,-34.1123197,18.849207,19.9,9.165705614567528,12.665633608815426,1016.2291060291059
2436,Unprovoked,surfing,M,40,Forearm bitten,N,1400,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,19861211,"USA Florida Ponce Inlet, New Smyrna Beach, Volusia County",29.0963729,-80.9369983,24.041155660377356,9.165705614567528,11.2,1016.2291060291059
2437,Unprovoked,ditching,M,37,"No injury, bumped  by sharks",N,9999,Not Determined,19861206,BAHAMAS Florida Straits Off Cay Sal  Banks,23.6941975,-80.3867417,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2438,Unprovoked,diving,M,27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,1000,5 m to 6 m [16.5' to 20'] white shark,19861206,"USA California Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",36.5373847,-121.9279355,12.3,9.165705614567528,4.1,1016.0
2439,Unprovoked,surfing,M,17,5' gash in leg,N,1030,Not Determined,19861130,"USA Florida Daytona Beach, Volusia County",29.2108147,-81.0228331,24.041155660377356,22.6,7.6,1016.2291060291059
2440,Unprovoked,surfing,M,26,Laceration to dorsum of left foot,N,1040,Not Determined,19861119,"USA Florida Indiatlantic, Brevard County",28.0894599,-80.5656079,24.7,7.6,12.9,1016.2291060291059
2441,Unprovoked,surfing,M,23,Ankle bitten,N,9999,Not Determined,19861104,"USA Florida Tiger Shores Beach, Martin County",27.2210598,-80.1790801,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
2442,Provoked,meshing,M,27,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,N,9999,"Raggedtooth shark, 1.96 m, 140-kg ",19861017,SOUTH AFRICA KwaZulu-Natal Umhlanga,-29.7330347,31.0592806,21.9,9.165705614567528,12.665633608815426,1016.2291060291059
2443,Unprovoked,swimming,F,6,Hip & thigh bitten,N,1800,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",19861003,"USA Florida Sanibel Island, Lee County",26.4433972,-82.1115119,27.0,2.5,7.1,1016.2291060291059
2444,Unprovoked,racing,M,32,"No injury, ski bitten",N,1100,1.6 m shark,19861005,SOUTH AFRICA KwaZulu-Natal St. Michaels,-30.819832,30.4046127,24.041155660377356,9.165705614567528,12.665633608815426,1016.2291060291059
